SEED,SHOTS,DATASET,MODEL,BACKBONE,AVG ACC
42,16,artgraph,TIMO_S,RN101,70.33639143730886
1,1,artgraph,Tip_Adapter,ViT-B/32,40.67278287461774
1,1,artgraph,APE,ViT-B/32,45.25993883792049
1,1,artgraph,GDA_CLIP,ViT-B/32,40.97859327217125
1,1,artgraph,TIMO,ViT-B/32,46.48318042813456
1,1,artgraph,TIMO_S,ViT-B/32,49.235474006116206
1,2,artgraph,Tip_Adapter,ViT-B/32,43.730886850152906
1,2,artgraph,APE,ViT-B/32,47.400611620795104
1,2,artgraph,GDA_CLIP,ViT-B/32,46.788990825688074
1,2,artgraph,TIMO,ViT-B/32,50.15290519877676
1,2,artgraph,TIMO_S,ViT-B/32,47.400611620795104
1,4,artgraph,Tip_Adapter,ViT-B/32,44.95412844036697
1,4,artgraph,APE,ViT-B/32,58.103975535168196
1,4,artgraph,GDA_CLIP,ViT-B/32,52.293577981651374
1,4,artgraph,TIMO,ViT-B/32,57.186544342507645
1,4,artgraph,TIMO_S,ViT-B/32,58.40978593272171
1,8,artgraph,Tip_Adapter,ViT-B/32,49.54128440366973
1,8,artgraph,APE,ViT-B/32,57.49235474006116
1,8,artgraph,GDA_CLIP,ViT-B/32,66.05504587155963
1,8,artgraph,TIMO,ViT-B/32,66.05504587155963
1,8,artgraph,TIMO_S,ViT-B/32,66.05504587155963
1,16,artgraph,Tip_Adapter,ViT-B/32,58.71559633027523
1,16,artgraph,APE,ViT-B/32,65.13761467889908
1,16,artgraph,GDA_CLIP,ViT-B/32,72.4770642201835
1,16,artgraph,TIMO,ViT-B/32,73.08868501529052
1,16,artgraph,TIMO_S,ViT-B/32,73.08868501529052
2,1,artgraph,Tip_Adapter,ViT-B/32,41.896024464831804
2,1,artgraph,APE,ViT-B/32,45.56574923547401
2,1,artgraph,GDA_CLIP,ViT-B/32,42.20183486238532
2,1,artgraph,TIMO,ViT-B/32,49.235474006116206
2,1,artgraph,TIMO_S,ViT-B/32,48.318042813455655
2,2,artgraph,Tip_Adapter,ViT-B/32,40.36697247706422
2,2,artgraph,APE,ViT-B/32,47.706422018348626
2,2,artgraph,GDA_CLIP,ViT-B/32,48.318042813455655
2,2,artgraph,TIMO,ViT-B/32,47.09480122324159
2,2,artgraph,TIMO_S,ViT-B/32,49.84709480122324
2,4,artgraph,Tip_Adapter,ViT-B/32,46.788990825688074
2,4,artgraph,APE,ViT-B/32,55.04587155963303
2,4,artgraph,GDA_CLIP,ViT-B/32,61.46788990825688
2,4,artgraph,TIMO,ViT-B/32,60.55045871559633
2,4,artgraph,TIMO_S,ViT-B/32,61.162079510703364
2,8,artgraph,Tip_Adapter,ViT-B/32,48.62385321100918
2,8,artgraph,APE,ViT-B/32,58.40978593272171
2,8,artgraph,GDA_CLIP,ViT-B/32,59.63302752293578
2,8,artgraph,TIMO,ViT-B/32,63.30275229357798
2,8,artgraph,TIMO_S,ViT-B/32,62.079510703363916
2,16,artgraph,Tip_Adapter,ViT-B/32,57.79816513761468
2,16,artgraph,APE,ViT-B/32,61.7737003058104
2,16,artgraph,GDA_CLIP,ViT-B/32,71.25382262996942
2,16,artgraph,TIMO,ViT-B/32,71.55963302752293
2,16,artgraph,TIMO_S,ViT-B/32,71.25382262996942
3,1,artgraph,Tip_Adapter,ViT-B/32,41.896024464831804
3,1,artgraph,APE,ViT-B/32,47.400611620795104
3,1,artgraph,GDA_CLIP,ViT-B/32,49.235474006116206
3,1,artgraph,TIMO,ViT-B/32,52.293577981651374
3,1,artgraph,TIMO_S,ViT-B/32,52.599388379204896
3,2,artgraph,Tip_Adapter,ViT-B/32,42.813455657492355
3,2,artgraph,APE,ViT-B/32,46.788990825688074
3,2,artgraph,GDA_CLIP,ViT-B/32,47.706422018348626
3,2,artgraph,TIMO,ViT-B/32,45.25993883792049
3,2,artgraph,TIMO_S,ViT-B/32,48.318042813455655
3,4,artgraph,Tip_Adapter,ViT-B/32,47.400611620795104
3,4,artgraph,APE,ViT-B/32,54.43425076452599
3,4,artgraph,GDA_CLIP,ViT-B/32,58.40978593272171
3,4,artgraph,TIMO,ViT-B/32,60.55045871559633
3,4,artgraph,TIMO_S,ViT-B/32,61.7737003058104
3,8,artgraph,Tip_Adapter,ViT-B/32,48.62385321100918
3,8,artgraph,APE,ViT-B/32,61.162079510703364
3,8,artgraph,GDA_CLIP,ViT-B/32,63.608562691131496
3,8,artgraph,TIMO,ViT-B/32,64.83180428134557
3,8,artgraph,TIMO_S,ViT-B/32,64.83180428134557
3,16,artgraph,Tip_Adapter,ViT-B/32,55.04587155963303
3,16,artgraph,APE,ViT-B/32,62.38532110091743
3,16,artgraph,GDA_CLIP,ViT-B/32,69.72477064220183
3,16,artgraph,TIMO,ViT-B/32,71.55963302752293
3,16,artgraph,TIMO_S,ViT-B/32,71.55963302752293
4,1,artgraph,Tip_Adapter,ViT-B/32,41.59021406727829
4,1,artgraph,APE,ViT-B/32,48.92966360856269
4,1,artgraph,GDA_CLIP,ViT-B/32,44.95412844036697
4,1,artgraph,TIMO,ViT-B/32,48.318042813455655
4,1,artgraph,TIMO_S,ViT-B/32,49.235474006116206
4,2,artgraph,Tip_Adapter,ViT-B/32,42.50764525993884
4,2,artgraph,APE,ViT-B/32,49.235474006116206
4,2,artgraph,GDA_CLIP,ViT-B/32,48.62385321100918
4,2,artgraph,TIMO,ViT-B/32,51.37614678899082
4,2,artgraph,TIMO_S,ViT-B/32,51.37614678899082
4,4,artgraph,Tip_Adapter,ViT-B/32,46.17737003058104
4,4,artgraph,APE,ViT-B/32,54.74006116207951
4,4,artgraph,GDA_CLIP,ViT-B/32,57.49235474006116
4,4,artgraph,TIMO,ViT-B/32,59.63302752293578
4,4,artgraph,TIMO_S,ViT-B/32,59.32721712538226
4,8,artgraph,Tip_Adapter,ViT-B/32,52.293577981651374
4,8,artgraph,APE,ViT-B/32,62.691131498470945
4,8,artgraph,GDA_CLIP,ViT-B/32,65.13761467889908
4,8,artgraph,TIMO,ViT-B/32,66.66666666666667
4,8,artgraph,TIMO_S,ViT-B/32,66.97247706422019
4,16,artgraph,Tip_Adapter,ViT-B/32,57.49235474006116
4,16,artgraph,APE,ViT-B/32,59.9388379204893
4,16,artgraph,GDA_CLIP,ViT-B/32,69.41896024464832
4,16,artgraph,TIMO,ViT-B/32,70.9480122324159
4,16,artgraph,TIMO_S,ViT-B/32,69.72477064220183
5,1,artgraph,Tip_Adapter,ViT-B/32,40.67278287461774
5,1,artgraph,APE,ViT-B/32,41.59021406727829
5,1,artgraph,GDA_CLIP,ViT-B/32,41.28440366972477
5,1,artgraph,TIMO,ViT-B/32,47.09480122324159
5,1,artgraph,TIMO_S,ViT-B/32,46.48318042813456
5,2,artgraph,Tip_Adapter,ViT-B/32,44.342507645259936
5,2,artgraph,APE,ViT-B/32,53.51681957186544
5,2,artgraph,GDA_CLIP,ViT-B/32,50.15290519877676
5,2,artgraph,TIMO,ViT-B/32,51.681957186544345
5,2,artgraph,TIMO_S,ViT-B/32,51.07033639143731
5,4,artgraph,Tip_Adapter,ViT-B/32,44.64831804281346
5,4,artgraph,APE,ViT-B/32,53.211009174311926
5,4,artgraph,GDA_CLIP,ViT-B/32,59.32721712538226
5,4,artgraph,TIMO,ViT-B/32,59.9388379204893
5,4,artgraph,TIMO_S,ViT-B/32,60.85626911314985
5,8,artgraph,Tip_Adapter,ViT-B/32,51.07033639143731
5,8,artgraph,APE,ViT-B/32,61.46788990825688
5,8,artgraph,GDA_CLIP,ViT-B/32,64.52599388379205
5,8,artgraph,TIMO,ViT-B/32,64.52599388379205
5,8,artgraph,TIMO_S,ViT-B/32,64.22018348623853
5,16,artgraph,Tip_Adapter,ViT-B/32,56.269113149847094
5,16,artgraph,APE,ViT-B/32,63.608562691131496
5,16,artgraph,GDA_CLIP,ViT-B/32,70.33639143730886
5,16,artgraph,TIMO,ViT-B/32,70.03058103975535
5,16,artgraph,TIMO_S,ViT-B/32,70.03058103975535
6,1,artgraph,Tip_Adapter,ViT-B/32,42.50764525993884
6,1,artgraph,APE,ViT-B/32,46.788990825688074
6,1,artgraph,GDA_CLIP,ViT-B/32,43.11926605504587
6,1,artgraph,TIMO,ViT-B/32,45.56574923547401
6,1,artgraph,TIMO_S,ViT-B/32,46.788990825688074
6,2,artgraph,Tip_Adapter,ViT-B/32,43.42507645259939
6,2,artgraph,APE,ViT-B/32,49.235474006116206
6,2,artgraph,GDA_CLIP,ViT-B/32,44.95412844036697
6,2,artgraph,TIMO,ViT-B/32,49.84709480122324
6,2,artgraph,TIMO_S,ViT-B/32,48.62385321100918
6,4,artgraph,Tip_Adapter,ViT-B/32,45.56574923547401
6,4,artgraph,APE,ViT-B/32,52.90519877675841
6,4,artgraph,GDA_CLIP,ViT-B/32,53.82262996941896
6,4,artgraph,TIMO,ViT-B/32,57.49235474006116
6,4,artgraph,TIMO_S,ViT-B/32,57.186544342507645
6,8,artgraph,Tip_Adapter,ViT-B/32,51.37614678899082
6,8,artgraph,APE,ViT-B/32,61.162079510703364
6,8,artgraph,GDA_CLIP,ViT-B/32,65.74923547400611
6,8,artgraph,TIMO,ViT-B/32,66.97247706422019
6,8,artgraph,TIMO_S,ViT-B/32,66.97247706422019
6,16,artgraph,Tip_Adapter,ViT-B/32,57.49235474006116
6,16,artgraph,APE,ViT-B/32,62.99694189602447
6,16,artgraph,GDA_CLIP,ViT-B/32,71.86544342507645
6,16,artgraph,TIMO,ViT-B/32,72.4770642201835
6,16,artgraph,TIMO_S,ViT-B/32,72.4770642201835
7,1,artgraph,Tip_Adapter,ViT-B/32,41.28440366972477
7,1,artgraph,APE,ViT-B/32,46.48318042813456
7,1,artgraph,GDA_CLIP,ViT-B/32,44.342507645259936
7,1,artgraph,TIMO,ViT-B/32,47.706422018348626
7,1,artgraph,TIMO_S,ViT-B/32,48.318042813455655
7,2,artgraph,Tip_Adapter,ViT-B/32,41.59021406727829
7,2,artgraph,APE,ViT-B/32,49.54128440366973
7,2,artgraph,GDA_CLIP,ViT-B/32,48.01223241590214
7,2,artgraph,TIMO,ViT-B/32,51.98776758409786
7,2,artgraph,TIMO_S,ViT-B/32,51.681957186544345
7,4,artgraph,Tip_Adapter,ViT-B/32,44.342507645259936
7,4,artgraph,APE,ViT-B/32,54.43425076452599
7,4,artgraph,GDA_CLIP,ViT-B/32,51.681957186544345
7,4,artgraph,TIMO,ViT-B/32,55.657492354740064
7,4,artgraph,TIMO_S,ViT-B/32,55.657492354740064
7,8,artgraph,Tip_Adapter,ViT-B/32,49.54128440366973
7,8,artgraph,APE,ViT-B/32,59.32721712538226
7,8,artgraph,GDA_CLIP,ViT-B/32,61.7737003058104
7,8,artgraph,TIMO,ViT-B/32,61.46788990825688
7,8,artgraph,TIMO_S,ViT-B/32,61.7737003058104
7,16,artgraph,Tip_Adapter,ViT-B/32,57.186544342507645
7,16,artgraph,APE,ViT-B/32,65.13761467889908
7,16,artgraph,GDA_CLIP,ViT-B/32,72.4770642201835
7,16,artgraph,TIMO,ViT-B/32,73.39449541284404
7,16,artgraph,TIMO_S,ViT-B/32,73.08868501529052
8,1,artgraph,Tip_Adapter,ViT-B/32,40.67278287461774
8,1,artgraph,APE,ViT-B/32,44.03669724770642
8,1,artgraph,GDA_CLIP,ViT-B/32,43.42507645259939
8,1,artgraph,TIMO,ViT-B/32,47.706422018348626
8,1,artgraph,TIMO_S,ViT-B/32,44.03669724770642
8,2,artgraph,Tip_Adapter,ViT-B/32,42.20183486238532
8,2,artgraph,APE,ViT-B/32,48.01223241590214
8,2,artgraph,GDA_CLIP,ViT-B/32,44.64831804281346
8,2,artgraph,TIMO,ViT-B/32,48.01223241590214
8,2,artgraph,TIMO_S,ViT-B/32,48.01223241590214
8,4,artgraph,Tip_Adapter,ViT-B/32,47.400611620795104
8,4,artgraph,APE,ViT-B/32,57.186544342507645
8,4,artgraph,GDA_CLIP,ViT-B/32,55.96330275229358
8,4,artgraph,TIMO,ViT-B/32,60.24464831804281
8,4,artgraph,TIMO_S,ViT-B/32,59.02140672782875
8,8,artgraph,Tip_Adapter,ViT-B/32,48.62385321100918
8,8,artgraph,APE,ViT-B/32,57.79816513761468
8,8,artgraph,GDA_CLIP,ViT-B/32,61.7737003058104
8,8,artgraph,TIMO,ViT-B/32,62.691131498470945
8,8,artgraph,TIMO_S,ViT-B/32,62.99694189602447
8,16,artgraph,Tip_Adapter,ViT-B/32,56.57492354740061
8,16,artgraph,APE,ViT-B/32,61.7737003058104
8,16,artgraph,GDA_CLIP,ViT-B/32,70.03058103975535
8,16,artgraph,TIMO,ViT-B/32,71.25382262996942
8,16,artgraph,TIMO_S,ViT-B/32,71.25382262996942
9,1,artgraph,Tip_Adapter,ViT-B/32,42.50764525993884
9,1,artgraph,APE,ViT-B/32,45.25993883792049
9,1,artgraph,GDA_CLIP,ViT-B/32,40.97859327217125
9,1,artgraph,TIMO,ViT-B/32,44.03669724770642
9,1,artgraph,TIMO_S,ViT-B/32,46.48318042813456
9,2,artgraph,Tip_Adapter,ViT-B/32,41.28440366972477
9,2,artgraph,APE,ViT-B/32,44.95412844036697
9,2,artgraph,GDA_CLIP,ViT-B/32,44.95412844036697
9,2,artgraph,TIMO,ViT-B/32,49.54128440366973
9,2,artgraph,TIMO_S,ViT-B/32,47.400611620795104
9,4,artgraph,Tip_Adapter,ViT-B/32,44.64831804281346
9,4,artgraph,APE,ViT-B/32,55.35168195718654
9,4,artgraph,GDA_CLIP,ViT-B/32,56.88073394495413
9,4,artgraph,TIMO,ViT-B/32,59.9388379204893
9,4,artgraph,TIMO_S,ViT-B/32,60.55045871559633
9,8,artgraph,Tip_Adapter,ViT-B/32,50.15290519877676
9,8,artgraph,APE,ViT-B/32,62.691131498470945
9,8,artgraph,GDA_CLIP,ViT-B/32,63.30275229357798
9,8,artgraph,TIMO,ViT-B/32,64.22018348623853
9,8,artgraph,TIMO_S,ViT-B/32,64.52599388379205
9,16,artgraph,Tip_Adapter,ViT-B/32,58.40978593272171
9,16,artgraph,APE,ViT-B/32,64.83180428134557
9,16,artgraph,GDA_CLIP,ViT-B/32,69.72477064220183
9,16,artgraph,TIMO,ViT-B/32,69.72477064220183
9,16,artgraph,TIMO_S,ViT-B/32,71.55963302752293
42,1,artgraph,Tip_Adapter,ViT-B/32,40.97859327217125
42,1,artgraph,APE,ViT-B/32,42.813455657492355
42,1,artgraph,GDA_CLIP,ViT-B/32,43.11926605504587
42,1,artgraph,TIMO,ViT-B/32,46.788990825688074
42,1,artgraph,TIMO_S,ViT-B/32,49.84709480122324
42,2,artgraph,Tip_Adapter,ViT-B/32,43.11926605504587
42,2,artgraph,APE,ViT-B/32,45.25993883792049
42,2,artgraph,GDA_CLIP,ViT-B/32,49.235474006116206
42,2,artgraph,TIMO,ViT-B/32,49.84709480122324
42,2,artgraph,TIMO_S,ViT-B/32,49.84709480122324
42,4,artgraph,Tip_Adapter,ViT-B/32,47.09480122324159
42,4,artgraph,APE,ViT-B/32,54.74006116207951
42,4,artgraph,GDA_CLIP,ViT-B/32,59.32721712538226
42,4,artgraph,TIMO,ViT-B/32,62.079510703363916
42,4,artgraph,TIMO_S,ViT-B/32,60.55045871559633
42,8,artgraph,Tip_Adapter,ViT-B/32,49.84709480122324
42,8,artgraph,APE,ViT-B/32,56.88073394495413
42,8,artgraph,GDA_CLIP,ViT-B/32,62.99694189602447
42,8,artgraph,TIMO,ViT-B/32,63.91437308868502
42,8,artgraph,TIMO_S,ViT-B/32,63.91437308868502
42,16,artgraph,Tip_Adapter,ViT-B/32,54.74006116207951
42,16,artgraph,APE,ViT-B/32,61.46788990825688
42,16,artgraph,GDA_CLIP,ViT-B/32,66.97247706422019
42,16,artgraph,TIMO,ViT-B/32,68.80733944954129
42,16,artgraph,TIMO_S,ViT-B/32,68.80733944954129
1,1,artgraph,Tip_Adapter,ViT-B/16,45.87155963302752
1,1,artgraph,APE,ViT-B/16,48.01223241590214
1,1,artgraph,GDA_CLIP,ViT-B/16,49.235474006116206
1,1,artgraph,TIMO,ViT-B/16,52.293577981651374
1,1,artgraph,TIMO_S,ViT-B/16,51.37614678899082
1,2,artgraph,Tip_Adapter,ViT-B/16,49.54128440366973
1,2,artgraph,APE,ViT-B/16,56.269113149847094
1,2,artgraph,GDA_CLIP,ViT-B/16,54.43425076452599
1,2,artgraph,TIMO,ViT-B/16,54.43425076452599
1,2,artgraph,TIMO_S,ViT-B/16,53.82262996941896
1,4,artgraph,Tip_Adapter,ViT-B/16,52.599388379204896
1,4,artgraph,APE,ViT-B/16,58.103975535168196
1,4,artgraph,GDA_CLIP,ViT-B/16,60.55045871559633
1,4,artgraph,TIMO,ViT-B/16,62.691131498470945
1,4,artgraph,TIMO_S,ViT-B/16,62.99694189602447
1,8,artgraph,Tip_Adapter,ViT-B/16,58.103975535168196
1,8,artgraph,APE,ViT-B/16,65.74923547400611
1,8,artgraph,GDA_CLIP,ViT-B/16,70.9480122324159
1,8,artgraph,TIMO,ViT-B/16,71.55963302752293
1,8,artgraph,TIMO_S,ViT-B/16,71.25382262996942
1,16,artgraph,Tip_Adapter,ViT-B/16,62.691131498470945
1,16,artgraph,APE,ViT-B/16,68.19571865443424
1,16,artgraph,GDA_CLIP,ViT-B/16,78.59327217125383
1,16,artgraph,TIMO,ViT-B/16,78.89908256880734
1,16,artgraph,TIMO_S,ViT-B/16,78.89908256880734
2,1,artgraph,Tip_Adapter,ViT-B/16,47.09480122324159
2,1,artgraph,APE,ViT-B/16,49.235474006116206
2,1,artgraph,GDA_CLIP,ViT-B/16,47.400611620795104
2,1,artgraph,TIMO,ViT-B/16,50.45871559633027
2,1,artgraph,TIMO_S,ViT-B/16,49.84709480122324
2,2,artgraph,Tip_Adapter,ViT-B/16,48.62385321100918
2,2,artgraph,APE,ViT-B/16,52.90519877675841
2,2,artgraph,GDA_CLIP,ViT-B/16,52.599388379204896
2,2,artgraph,TIMO,ViT-B/16,48.92966360856269
2,2,artgraph,TIMO_S,ViT-B/16,49.235474006116206
2,4,artgraph,Tip_Adapter,ViT-B/16,53.51681957186544
2,4,artgraph,APE,ViT-B/16,60.85626911314985
2,4,artgraph,GDA_CLIP,ViT-B/16,61.7737003058104
2,4,artgraph,TIMO,ViT-B/16,63.91437308868502
2,4,artgraph,TIMO_S,ViT-B/16,64.83180428134557
2,8,artgraph,Tip_Adapter,ViT-B/16,56.269113149847094
2,8,artgraph,APE,ViT-B/16,64.83180428134557
2,8,artgraph,GDA_CLIP,ViT-B/16,68.19571865443424
2,8,artgraph,TIMO,ViT-B/16,69.1131498470948
2,8,artgraph,TIMO_S,ViT-B/16,69.1131498470948
2,16,artgraph,Tip_Adapter,ViT-B/16,64.83180428134557
2,16,artgraph,APE,ViT-B/16,68.80733944954129
2,16,artgraph,GDA_CLIP,ViT-B/16,76.75840978593273
2,16,artgraph,TIMO,ViT-B/16,77.37003058103976
2,16,artgraph,TIMO_S,ViT-B/16,76.75840978593273
3,1,artgraph,Tip_Adapter,ViT-B/16,47.706422018348626
3,1,artgraph,APE,ViT-B/16,52.599388379204896
3,1,artgraph,GDA_CLIP,ViT-B/16,51.681957186544345
3,1,artgraph,TIMO,ViT-B/16,54.43425076452599
3,1,artgraph,TIMO_S,ViT-B/16,55.96330275229358
3,2,artgraph,Tip_Adapter,ViT-B/16,48.92966360856269
3,2,artgraph,APE,ViT-B/16,57.186544342507645
3,2,artgraph,GDA_CLIP,ViT-B/16,57.79816513761468
3,2,artgraph,TIMO,ViT-B/16,54.74006116207951
3,2,artgraph,TIMO_S,ViT-B/16,56.88073394495413
3,4,artgraph,Tip_Adapter,ViT-B/16,52.293577981651374
3,4,artgraph,APE,ViT-B/16,61.162079510703364
3,4,artgraph,GDA_CLIP,ViT-B/16,65.4434250764526
3,4,artgraph,TIMO,ViT-B/16,65.74923547400611
3,4,artgraph,TIMO_S,ViT-B/16,65.74923547400611
3,8,artgraph,Tip_Adapter,ViT-B/16,58.40978593272171
3,8,artgraph,APE,ViT-B/16,60.24464831804281
3,8,artgraph,GDA_CLIP,ViT-B/16,69.72477064220183
3,8,artgraph,TIMO,ViT-B/16,70.64220183486239
3,8,artgraph,TIMO_S,ViT-B/16,71.25382262996942
3,16,artgraph,Tip_Adapter,ViT-B/16,62.38532110091743
3,16,artgraph,APE,ViT-B/16,68.19571865443424
3,16,artgraph,GDA_CLIP,ViT-B/16,76.4525993883792
3,16,artgraph,TIMO,ViT-B/16,79.51070336391437
3,16,artgraph,TIMO_S,ViT-B/16,78.2874617737003
4,1,artgraph,Tip_Adapter,ViT-B/16,48.01223241590214
4,1,artgraph,APE,ViT-B/16,52.599388379204896
4,1,artgraph,GDA_CLIP,ViT-B/16,47.706422018348626
4,1,artgraph,TIMO,ViT-B/16,52.599388379204896
4,1,artgraph,TIMO_S,ViT-B/16,54.43425076452599
4,2,artgraph,Tip_Adapter,ViT-B/16,48.62385321100918
4,2,artgraph,APE,ViT-B/16,53.51681957186544
4,2,artgraph,GDA_CLIP,ViT-B/16,54.12844036697248
4,2,artgraph,TIMO,ViT-B/16,55.657492354740064
4,2,artgraph,TIMO_S,ViT-B/16,57.186544342507645
4,4,artgraph,Tip_Adapter,ViT-B/16,52.599388379204896
4,4,artgraph,APE,ViT-B/16,60.55045871559633
4,4,artgraph,GDA_CLIP,ViT-B/16,64.52599388379205
4,4,artgraph,TIMO,ViT-B/16,66.05504587155963
4,4,artgraph,TIMO_S,ViT-B/16,67.2782874617737
4,8,artgraph,Tip_Adapter,ViT-B/16,60.55045871559633
4,8,artgraph,APE,ViT-B/16,64.52599388379205
4,8,artgraph,GDA_CLIP,ViT-B/16,69.72477064220183
4,8,artgraph,TIMO,ViT-B/16,70.03058103975535
4,8,artgraph,TIMO_S,ViT-B/16,69.72477064220183
4,16,artgraph,Tip_Adapter,ViT-B/16,62.38532110091743
4,16,artgraph,APE,ViT-B/16,69.1131498470948
4,16,artgraph,GDA_CLIP,ViT-B/16,77.06422018348624
4,16,artgraph,TIMO,ViT-B/16,78.2874617737003
4,16,artgraph,TIMO_S,ViT-B/16,77.06422018348624
5,1,artgraph,Tip_Adapter,ViT-B/16,46.48318042813456
5,1,artgraph,APE,ViT-B/16,48.318042813455655
5,1,artgraph,GDA_CLIP,ViT-B/16,46.788990825688074
5,1,artgraph,TIMO,ViT-B/16,50.764525993883794
5,1,artgraph,TIMO_S,ViT-B/16,53.51681957186544
5,2,artgraph,Tip_Adapter,ViT-B/16,49.54128440366973
5,2,artgraph,APE,ViT-B/16,55.04587155963303
5,2,artgraph,GDA_CLIP,ViT-B/16,57.49235474006116
5,2,artgraph,TIMO,ViT-B/16,55.04587155963303
5,2,artgraph,TIMO_S,ViT-B/16,58.71559633027523
5,4,artgraph,Tip_Adapter,ViT-B/16,51.681957186544345
5,4,artgraph,APE,ViT-B/16,59.9388379204893
5,4,artgraph,GDA_CLIP,ViT-B/16,65.4434250764526
5,4,artgraph,TIMO,ViT-B/16,63.91437308868502
5,4,artgraph,TIMO_S,ViT-B/16,64.22018348623853
5,8,artgraph,Tip_Adapter,ViT-B/16,59.32721712538226
5,8,artgraph,APE,ViT-B/16,64.52599388379205
5,8,artgraph,GDA_CLIP,ViT-B/16,71.25382262996942
5,8,artgraph,TIMO,ViT-B/16,71.86544342507645
5,8,artgraph,TIMO_S,ViT-B/16,71.55963302752293
5,16,artgraph,Tip_Adapter,ViT-B/16,62.38532110091743
5,16,artgraph,APE,ViT-B/16,66.36085626911316
5,16,artgraph,GDA_CLIP,ViT-B/16,75.84097859327217
5,16,artgraph,TIMO,ViT-B/16,76.4525993883792
5,16,artgraph,TIMO_S,ViT-B/16,76.4525993883792
6,1,artgraph,Tip_Adapter,ViT-B/16,46.788990825688074
6,1,artgraph,APE,ViT-B/16,51.07033639143731
6,1,artgraph,GDA_CLIP,ViT-B/16,49.54128440366973
6,1,artgraph,TIMO,ViT-B/16,51.37614678899082
6,1,artgraph,TIMO_S,ViT-B/16,50.45871559633027
6,2,artgraph,Tip_Adapter,ViT-B/16,49.54128440366973
6,2,artgraph,APE,ViT-B/16,57.49235474006116
6,2,artgraph,GDA_CLIP,ViT-B/16,56.88073394495413
6,2,artgraph,TIMO,ViT-B/16,58.103975535168196
6,2,artgraph,TIMO_S,ViT-B/16,59.32721712538226
6,4,artgraph,Tip_Adapter,ViT-B/16,52.599388379204896
6,4,artgraph,APE,ViT-B/16,62.38532110091743
6,4,artgraph,GDA_CLIP,ViT-B/16,65.4434250764526
6,4,artgraph,TIMO,ViT-B/16,64.52599388379205
6,4,artgraph,TIMO_S,ViT-B/16,65.4434250764526
6,8,artgraph,Tip_Adapter,ViT-B/16,58.40978593272171
6,8,artgraph,APE,ViT-B/16,66.66666666666667
6,8,artgraph,GDA_CLIP,ViT-B/16,74.31192660550458
6,8,artgraph,TIMO,ViT-B/16,73.08868501529052
6,8,artgraph,TIMO_S,ViT-B/16,73.70030581039755
6,16,artgraph,Tip_Adapter,ViT-B/16,65.4434250764526
6,16,artgraph,APE,ViT-B/16,69.41896024464832
6,16,artgraph,GDA_CLIP,ViT-B/16,78.89908256880734
6,16,artgraph,TIMO,ViT-B/16,78.89908256880734
6,16,artgraph,TIMO_S,ViT-B/16,78.89908256880734
7,1,artgraph,Tip_Adapter,ViT-B/16,48.92966360856269
7,1,artgraph,APE,ViT-B/16,55.96330275229358
7,1,artgraph,GDA_CLIP,ViT-B/16,49.84709480122324
7,1,artgraph,TIMO,ViT-B/16,52.599388379204896
7,1,artgraph,TIMO_S,ViT-B/16,57.79816513761468
7,2,artgraph,Tip_Adapter,ViT-B/16,50.15290519877676
7,2,artgraph,APE,ViT-B/16,53.211009174311926
7,2,artgraph,GDA_CLIP,ViT-B/16,56.269113149847094
7,2,artgraph,TIMO,ViT-B/16,56.57492354740061
7,2,artgraph,TIMO_S,ViT-B/16,57.49235474006116
7,4,artgraph,Tip_Adapter,ViT-B/16,50.764525993883794
7,4,artgraph,APE,ViT-B/16,57.186544342507645
7,4,artgraph,GDA_CLIP,ViT-B/16,60.24464831804281
7,4,artgraph,TIMO,ViT-B/16,64.22018348623853
7,4,artgraph,TIMO_S,ViT-B/16,63.608562691131496
7,8,artgraph,Tip_Adapter,ViT-B/16,57.49235474006116
7,8,artgraph,APE,ViT-B/16,63.608562691131496
7,8,artgraph,GDA_CLIP,ViT-B/16,71.86544342507645
7,8,artgraph,TIMO,ViT-B/16,73.39449541284404
7,8,artgraph,TIMO_S,ViT-B/16,74.31192660550458
7,16,artgraph,Tip_Adapter,ViT-B/16,61.7737003058104
7,16,artgraph,APE,ViT-B/16,70.64220183486239
7,16,artgraph,GDA_CLIP,ViT-B/16,80.42813455657492
7,16,artgraph,TIMO,ViT-B/16,80.42813455657492
7,16,artgraph,TIMO_S,ViT-B/16,80.42813455657492
8,1,artgraph,Tip_Adapter,ViT-B/16,46.788990825688074
8,1,artgraph,APE,ViT-B/16,51.37614678899082
8,1,artgraph,GDA_CLIP,ViT-B/16,49.235474006116206
8,1,artgraph,TIMO,ViT-B/16,54.43425076452599
8,1,artgraph,TIMO_S,ViT-B/16,55.657492354740064
8,2,artgraph,Tip_Adapter,ViT-B/16,49.235474006116206
8,2,artgraph,APE,ViT-B/16,56.57492354740061
8,2,artgraph,GDA_CLIP,ViT-B/16,57.186544342507645
8,2,artgraph,TIMO,ViT-B/16,56.57492354740061
8,2,artgraph,TIMO_S,ViT-B/16,58.71559633027523
8,4,artgraph,Tip_Adapter,ViT-B/16,54.43425076452599
8,4,artgraph,APE,ViT-B/16,63.30275229357798
8,4,artgraph,GDA_CLIP,ViT-B/16,63.608562691131496
8,4,artgraph,TIMO,ViT-B/16,63.91437308868502
8,4,artgraph,TIMO_S,ViT-B/16,62.99694189602447
8,8,artgraph,Tip_Adapter,ViT-B/16,57.186544342507645
