SEED,SHOTS,DATASET,MODEL,BACKBONE,AVG ACC
8,8,artgraph,APE,ViT-B/16,62.079510703363916
8,8,artgraph,GDA_CLIP,ViT-B/16,70.33639143730886
8,8,artgraph,TIMO,ViT-B/16,71.25382262996942
8,8,artgraph,TIMO_S,ViT-B/16,70.64220183486239
8,16,artgraph,Tip_Adapter,ViT-B/16,61.7737003058104
8,16,artgraph,APE,ViT-B/16,68.19571865443424
8,16,artgraph,GDA_CLIP,ViT-B/16,77.98165137614679
8,16,artgraph,TIMO,ViT-B/16,76.75840978593273
8,16,artgraph,TIMO_S,ViT-B/16,79.20489296636086
9,1,artgraph,Tip_Adapter,ViT-B/16,45.56574923547401
9,1,artgraph,APE,ViT-B/16,50.15290519877676
9,1,artgraph,GDA_CLIP,ViT-B/16,49.54128440366973
9,1,artgraph,TIMO,ViT-B/16,51.98776758409786
9,1,artgraph,TIMO_S,ViT-B/16,53.51681957186544
9,2,artgraph,Tip_Adapter,ViT-B/16,48.318042813455655
9,2,artgraph,APE,ViT-B/16,52.293577981651374
9,2,artgraph,GDA_CLIP,ViT-B/16,51.07033639143731
9,2,artgraph,TIMO,ViT-B/16,49.235474006116206
9,2,artgraph,TIMO_S,ViT-B/16,53.82262996941896
9,4,artgraph,Tip_Adapter,ViT-B/16,52.599388379204896
9,4,artgraph,APE,ViT-B/16,58.40978593272171
9,4,artgraph,GDA_CLIP,ViT-B/16,61.46788990825688
9,4,artgraph,TIMO,ViT-B/16,62.38532110091743
9,4,artgraph,TIMO_S,ViT-B/16,65.13761467889908
9,8,artgraph,Tip_Adapter,ViT-B/16,59.32721712538226
9,8,artgraph,APE,ViT-B/16,65.13761467889908
9,8,artgraph,GDA_CLIP,ViT-B/16,71.55963302752293
9,8,artgraph,TIMO,ViT-B/16,72.4770642201835
9,8,artgraph,TIMO_S,ViT-B/16,71.86544342507645
9,16,artgraph,Tip_Adapter,ViT-B/16,61.162079510703364
9,16,artgraph,APE,ViT-B/16,68.19571865443424
9,16,artgraph,GDA_CLIP,ViT-B/16,79.20489296636086
9,16,artgraph,TIMO,ViT-B/16,79.51070336391437
9,16,artgraph,TIMO_S,ViT-B/16,78.89908256880734
42,1,artgraph,Tip_Adapter,ViT-B/16,47.400611620795104
42,1,artgraph,APE,ViT-B/16,49.54128440366973
42,1,artgraph,GDA_CLIP,ViT-B/16,48.318042813455655
42,1,artgraph,TIMO,ViT-B/16,52.90519877675841
42,1,artgraph,TIMO_S,ViT-B/16,53.211009174311926
42,2,artgraph,Tip_Adapter,ViT-B/16,48.92966360856269
42,2,artgraph,APE,ViT-B/16,52.90519877675841
42,2,artgraph,GDA_CLIP,ViT-B/16,57.49235474006116
42,2,artgraph,TIMO,ViT-B/16,55.04587155963303
42,2,artgraph,TIMO_S,ViT-B/16,56.88073394495413
42,4,artgraph,Tip_Adapter,ViT-B/16,52.599388379204896
42,4,artgraph,APE,ViT-B/16,60.85626911314985
42,4,artgraph,GDA_CLIP,ViT-B/16,62.99694189602447
42,4,artgraph,TIMO,ViT-B/16,65.13761467889908
42,4,artgraph,TIMO_S,ViT-B/16,65.13761467889908
42,8,artgraph,Tip_Adapter,ViT-B/16,57.186544342507645
42,8,artgraph,APE,ViT-B/16,60.85626911314985
42,8,artgraph,GDA_CLIP,ViT-B/16,69.41896024464832
42,8,artgraph,TIMO,ViT-B/16,70.64220183486239
42,8,artgraph,TIMO_S,ViT-B/16,70.03058103975535
42,16,artgraph,Tip_Adapter,ViT-B/16,61.7737003058104
42,16,artgraph,APE,ViT-B/16,67.58409785932722
42,16,artgraph,GDA_CLIP,ViT-B/16,75.84097859327217
42,16,artgraph,TIMO,ViT-B/16,74.92354740061162
42,16,artgraph,TIMO_S,ViT-B/16,75.22935779816514
