Model 1,Model 2,Shots,Metric,Model 1 Mean,Model 2 Mean,Difference,t-statistic,p-value,Significant (p<0.05)
TIMO_Custom_FSL4_RN50,GDA_CLIP_Custom_FSL1_RN50,1,ACC,7.370030581039755,13.48623853211009,-6.116207951070335,-13.837968120433274,2.267741130021489e-07,True
TIMO_Custom_FSL4_RN50,GDA_CLIP_Custom_FSL4_RN50,1,ACC,7.370030581039755,16.330275229357795,-8.96024464831804,-18.736085250241484,1.6135306360483597e-08,True
TIMO_Custom_FSL4_RN50,GDA_CLIP_RN50,1,ACC,7.370030581039755,41.40672782874618,-34.03669724770642,-67.86080768257077,1.6551247104117087e-13,True
TIMO_RN50,TIMO_S_Custom_FSL1_RN50,1,ACC,43.883792048929664,7.278287461773699,36.60550458715596,47.311472769826764,4.217384548978786e-12,True
TIMO_RN50,TIMO_S_Custom_FSL4_RN50,1,ACC,43.883792048929664,7.308868501529052,36.57492354740061,62.61103170455191,3.411448206948847e-13,True
TIMO_RN50,TIMO_S_RN50,1,ACC,43.883792048929664,45.963302752293586,-2.0795107033639226,-3.5972626408788546,0.005772929338081401,True
TIMO_RN50,Tip_Adapter_Custom_FSL1_RN50,1,ACC,43.883792048929664,1.3149847094801221,42.56880733944954,43.219532859177846,9.488776840962248e-12,True
TIMO_RN50,Tip_Adapter_Custom_FSL4_RN50,1,ACC,43.883792048929664,1.1314984709480123,42.75229357798165,48.70163769898406,3.2527431793205347e-12,True
TIMO_RN50,Tip_Adapter_RN50,1,ACC,43.883792048929664,38.654434250764524,5.22935779816514,6.398020867575517,0.00012556453529483384,True
TIMO_RN50,APE_Custom_FSL1_RN50,1,ACC,43.883792048929664,2.0489296636085625,41.8348623853211,42.11501882282023,1.1965894577824728e-11,True
TIMO_RN50,APE_Custom_FSL4_RN50,1,ACC,43.883792048929664,2.4770642201834865,41.40672782874618,55.98632730394805,9.311912972777524e-13,True
TIMO_RN50,APE_RN50,1,ACC,43.883792048929664,44.31192660550458,-0.4281345565749177,-0.6343281979966858,0.5416523716506523,False
TIMO_RN50,GDA_CLIP_Custom_FSL1_RN50,1,ACC,43.883792048929664,13.48623853211009,30.397553516819574,50.8131440648588,2.222818144503967e-12,True
TIMO_RN50,GDA_CLIP_Custom_FSL4_RN50,1,ACC,43.883792048929664,16.330275229357795,27.55351681957187,41.08206380813854,1.4946901924663465e-11,True
